location_id	depth_of_hole[cm]	FDR_reading1[mV]	FDR_reading2[mV]	FDR_reading3[mV]	time	device	remarks	V_corr1[V]	V_corr2[V]	V_corr3[V]	epsilon1	epsilon2	epsilon3	theta_1[cm3/cm3]	theta_2[cm3/cm3]	theta_3[cm3/cm3]	theta_mean[cm3/cm3]
328	6	629	641	668		079/053		0.741	0.755	0.788	13.936	14.293	15.135	0.443	0.447	0.454	0.448
328	10	662	670	675		079/053		0.781	0.791	0.797	14.943	15.199	15.362	0.434	0.436	0.437	0.436
328	16	763	801	811		079/053		0.903	0.949	0.961	18.620	20.300	20.776	0.428	0.436	0.438	0.434
328	20	818	766	846		079/053		0.970	0.907	1.004	21.117	18.745	22.559	0.439	0.429	0.445	0.438
328	24	778	812	798		079/053		0.921	0.963	0.946	19.260	20.824	20.161	0.431	0.438	0.435	0.435
328	30	800	822	844		079/053		0.948	0.975	1.001	20.254	21.315	22.452	0.406	0.410	0.414	0.410
330	0	626	577	706		079/053	clay	0.737	0.678	0.834	13.849	12.496	16.421	0.531	0.512	0.561	0.535
330	6	739	718	709		079/053	probe defect?	0.874	0.849	0.838	17.651	16.855	16.528	0.547	0.540	0.537	0.542
330	11	647	705	673		079/053		0.763	0.833	0.794	14.475	16.386	15.297	0.477	0.494	0.485	0.485
330	15	473	649	568		079/053		0.552	0.765	0.667	10.003	14.537	12.262	0.404	0.458	0.434	0.432
330	19	719	644	495		079/053		0.850	0.759	0.579	16.892	14.384	10.497				
330	25	436	690	632		079/053		0.507	0.815	0.745	9.201	15.864	14.025				
330	30	766	637	692		079/053		0.907	0.751	0.817	18.745	14.173	15.932	0.546	0.503	0.522	0.524
331	0	816	721	676		079/053	clay	0.967	0.852	0.798	21.019	16.966	15.395	0.602	0.567	0.550	0.573
331	5	683	763	777		079/053		0.806	0.903	0.920	15.627	18.620	19.217	0.528	0.555	0.560	0.548
331	10	603	706	724		079/053		0.709	0.834	0.856	13.196	16.421	17.078	0.464	0.494	0.500	0.486
331	15	630	571	676		079/053		0.742	0.671	0.798	13.966	12.339	15.395	0.452	0.435	0.465	0.451
331	20	678	725	700		079/053		0.800	0.857	0.827	15.461	17.115	16.209	0.484	0.498	0.491	0.491
331	25	717	761	726		079/053		0.848	0.901	0.858	16.819	18.536	17.153				
331	30	769	722	728		079/053		0.911	0.854	0.861	18.872	17.003	17.228	0.547	0.531	0.533	0.537
332	0	632	650	575		079/053		0.745	0.766	0.676	14.025	14.567	12.443	0.533	0.540	0.511	0.528
332	7	668	647	624		079/053		0.788	0.763	0.735	15.135	14.475	13.790	0.523	0.516	0.508	0.515
332	11	646	665	679		079/053		0.762	0.785	0.802	14.445	15.038	15.494	0.477	0.482	0.487	0.482
332	16	587	644	634		079/053		0.690	0.759	0.747	12.761	14.384	14.084	0.440	0.456	0.454	0.450
332	20	670	732	379		079/053		0.791	0.866	0.438	15.199	17.380	8.021	0.482	0.500	0.379	0.454
332	26	643	743	728		079/053		0.758	0.879	0.861	14.354	17.808	17.228				
332	30	710	699	709		079/053		0.839	0.826	0.838	16.564	16.175	16.528	0.528	0.524	0.527	0.526
333	0	704	611	739		079/053		0.832	0.719	0.874	16.350	13.419	17.651	0.560	0.525	0.574	0.553
333	7	686	631	745		079/053		0.810	0.743	0.881	15.728	13.995	17.887	0.529	0.510	0.549	0.530
333	11	585	658	704		079/053		0.688	0.776	0.832	12.707	14.816	16.350	0.458	0.480	0.494	0.477
333	15	652	609	739		079/053		0.769	0.717	0.874	14.629	13.363	17.651	0.459	0.447	0.482	0.462
333	20	680	731	731		079/053		0.803	0.865	0.865	15.527	17.342	17.342	0.485	0.500	0.500	0.495
333	24	569	575	676		079/053		0.668	0.676	0.798	12.288	12.443	15.395	0.451	0.453	0.484	0.463
333	30	734	756	765		079/053		0.868	0.895	0.906	17.457	18.330	18.703	0.535	0.543	0.545	0.541
334	0	857	389			079/053	"""probe has given up the ghost"""	1.017	0.450		23.161	8.224		0.618	0.427		0.522
334	5	668	640	645	2019-06-26T12:20Z	320/060		0.785	0.751	0.757	15.135	14.263	14.414	0.523	0.513	0.515	0.517
334	10	598	611	569	2019-06-26T12:20Z	320/060		0.701	0.716	0.666	13.058	13.419	12.288	0.462	0.466	0.453	0.460
334	15	229	287	201	2019-06-26T12:20Z	320/060		0.256	0.326	0.223	5.091	6.204	4.562	0.274	0.317	0.248	0.280
334	22	712	704	706	2019-06-26T12:20Z	320/060		0.838	0.828	0.831	16.637	16.350	16.421	0.494	0.492	0.493	0.493
334	25	724	705	712	2019-06-26T12:20Z	320/060		0.852	0.829	0.838	17.078	16.386	16.637				
334	30	662	661	643	2019-06-26T12:20Z	320/060		0.778	0.776	0.755	14.943	14.911	14.354	0.512	0.511	0.505	0.509
335	5	910	920	907	2019-06-26T13:05Z	320/060		1.076	1.088	1.073	26.378	27.049	26.181	0.604	0.608	0.603	0.605
335	10	699	876	849	2019-06-26T13:05Z	320/060		0.822	1.035	1.003	16.175	24.252	22.721	0.492	0.542	0.535	0.523
335	15	821	962	917	2019-06-26T13:05Z	320/060		0.969	1.139	1.085	21.266	30.121	26.845	0.503	0.537	0.527	0.522
335	20	925	966	983	2019-06-26T13:05Z	320/060		1.094	1.144	1.164	27.393	30.436	31.824	0.553	0.563	0.568	0.561
335	25	874	978	978	2019-06-26T13:05Z	320/060		1.033	1.158	1.158	24.134	31.408	31.408				
335	30	990	1019	1006	2019-06-26T13:05Z	320/060		1.172	1.207	1.192	32.419	35.036	33.831	0.616	0.625	0.621	0.620
336	5	904	912	831	2019-06-26T12:45Z	320/060		1.069	1.079	0.981	25.986	26.510	21.771	0.602	0.605	0.578	0.595
336	10	955	899	924	2019-06-26T12:45Z	320/060		1.130	1.063	1.093	29.579	25.664	27.324	0.563	0.548	0.555	0.555
336	15	943	961	912	2019-06-26T12:45Z	320/060		1.116	1.138	1.079	28.679	30.043	26.510	0.533	0.537	0.525	0.532
336	20				2019-06-26T12:45Z	320/060											
336	25	1021	1033	1033	2019-06-26T12:45Z	320/060		1.210	1.224	1.224	35.226	36.393	36.393				
336	30	1016	1022	1036	2019-06-26T12:45Z	320/060		1.204	1.211	1.228	34.753	35.321	36.692	0.624	0.625	0.630	0.626
337	5	843	843	846	2019-06-26T12:40Z	320/060		0.996	0.996	0.999	22.399	22.399	22.559	0.582	0.582	0.583	0.583
337	10	962	917	943	2019-06-26T12:40Z	320/060		1.139	1.085	1.116	30.121	26.845	28.679	0.565	0.553	0.560	0.559
337	15	965	960	953	2019-06-26T12:40Z	320/060		1.142	1.136	1.128	30.357	29.965	29.427	0.538	0.537	0.535	0.537
337	20	987	966	992	2019-06-26T12:40Z	320/060		1.169	1.144	1.175	32.162	30.436	32.591	0.569	0.563	0.570	0.567
337	25	986	1004	1010	2019-06-26T12:40Z	320/060		1.168	1.189	1.197	32.077	33.651	34.196				
337	30	1028	1032	1034	2019-06-26T12:40Z	320/060		1.218	1.223	1.225	35.901	36.294	36.492	0.627	0.628	0.629	0.628
338	5	877	911	905	2019-06-26T12:30Z	320/060		1.036	1.077	1.070	24.311	26.444	26.050	0.593	0.605	0.603	0.600
338	10	935	907	924	2019-06-26T12:30Z	320/060		1.106	1.073	1.093	28.098	26.181	27.324	0.558	0.550	0.555	0.554
338	15	882	892	919	2019-06-26T12:30Z	320/060		1.042	1.055	1.087	24.610	25.223	26.981	0.518	0.521	0.527	0.522
338	20	999	993	996	2019-06-26T12:30Z	320/060		1.183	1.176	1.180	33.204	32.678	32.940	0.572	0.570	0.571	0.571
338	25	983	998	964	2019-06-26T12:30Z	320/060		1.164	1.182	1.141	31.824	33.116	30.278				
338	30	1010	1004	1010	2019-06-26T12:30Z	320/060		1.197	1.189	1.197	34.196	33.651	34.196	0.622	0.620	0.622	0.621
339	5	969	940	928	2019-06-26T12:55Z	320/060		1.147	1.112	1.098	30.676	28.459	27.602	0.623	0.614	0.610	0.616
339	10	882	904	955	2019-06-26T12:55Z	320/060		1.042	1.069	1.130	24.610	25.986	29.579	0.544	0.549	0.563	0.552
339	15	956	934	981	2019-06-26T12:55Z	320/060		1.132	1.105	1.162	29.656	28.026	31.657	0.536	0.531	0.542	0.536
339	20	894	967	956	2019-06-26T12:55Z	320/060		1.057	1.145	1.132	25.348	30.516	29.656	0.545	0.564	0.561	0.556
339	25	955	950	976	2019-06-26T12:55Z	320/060		1.130	1.124	1.156	29.579	29.200	31.243				
339	30	1002	1005	1020	2019-06-26T12:55Z	320/060		1.187	1.191	1.209	33.471	33.741	35.131	0.619	0.620	0.625	0.622
340	0	641	645	650	2019-06-26T17:50Z	323/006		0.729	0.733	0.739	14.293	14.414	14.567	0.473	0.474	0.476	0.474
340	5	594	546	639	2019-06-26T17:50Z	323/006		0.674	0.617	0.726	12.949	11.707	14.233	0.374	0.362	0.384	0.373
340	10	708	712	676	2019-06-26T17:50Z	323/006		0.807	0.811	0.769	16.493	16.637	15.395	0.361	0.362	0.355	0.359
340	15	610	634	673	2019-06-26T17:50Z	323/006		0.693	0.720	0.766	13.391	14.084	15.297				
340	20	625	715	599	2019-06-26T17:50Z	323/006	steinig. sandig	0.710	0.815	0.679	13.820	16.746	13.086	0.339	0.355	0.334	0.343
340	27	701	768	770	2019-06-26T17:50Z	323/006		0.799	0.877	0.879	16.245	18.830	18.915	0.360	0.372	0.372	0.368
340	33	794	806	832	2019-06-26T17:50Z	323/006		0.908	0.921	0.952	19.976	20.536	21.822				
341	0	764	751	750	2019-06-26T17:15Z	323/006		0.873	0.857	0.856	18.661	18.127	18.086	0.508	0.505	0.504	0.506
341	5	736	732	718	2019-06-26T17:15Z	323/006		0.840	0.835	0.818	17.534	17.380	16.855	0.404	0.403	0.400	0.402
341	12	728	692	683	2019-06-26T17:15Z	323/006		0.831	0.788	0.777	17.228	15.932	15.627	0.365	0.358	0.357	0.360
341	17	684	612	668	2019-06-26T17:15Z	323/006	körnig mit einigen kleiner Steine	0.779	0.694	0.760	15.661	13.447	15.135				
341	23	808	812	824	2019-06-26T17:15Z	323/006		0.924	0.928	0.942	20.631	20.824	21.416	0.378	0.379	0.381	0.379
341	27	801	783	812	2019-06-26T17:15Z	323/006		0.916	0.894	0.928	20.300	19.480	20.824	0.377	0.374	0.379	0.377
341	31	832	849	850	2019-06-26T17:15Z	323/006		0.952	0.972	0.973	21.822	22.721	22.776	0.396	0.399	0.399	0.398
342	0	763	742	746	2019-06-26T16:55Z	323/006		0.872	0.846	0.851	18.620	17.768	17.926	0.508	0.502	0.503	0.505
342	5	716	723	725	2019-06-26T16:55Z	323/006		0.817	0.824	0.827	16.782	17.041	17.115	0.400	0.401	0.402	0.401
342	11	768	768	763	2019-06-26T16:55Z	323/006		0.877	0.877	0.871	18.830	18.830	18.620	0.372	0.372	0.371	0.371
342	15	714	687	732	2019-06-26T16:55Z	323/006		0.814	0.782	0.835	16.709	15.762	17.380				
342	20	804	836	827	2019-06-26T16:55Z	323/006		0.920	0.956	0.946	20.441	22.030	21.567	0.370	0.375	0.374	0.373
342	27	894	892	865	2019-06-26T16:55Z	323/006	Stein	1.025	1.022	0.990	25.348	25.223	23.612	0.391	0.391	0.387	0.390
342	33	888	854	814	2019-06-26T16:55Z	323/006		1.018	0.977	0.931	24.976	22.995	20.921				
343	0	761	731	783	2019-06-26T16:40Z	323/006		0.869	0.834	0.894	18.536	17.342	19.480	0.508	0.499	0.514	0.507
343	5	734	742	764	2019-06-26T16:40Z	323/006		0.838	0.846	0.872	17.457	17.768	18.661	0.403	0.405	0.409	0.406
343	10	771	764	783	2019-06-26T16:40Z	323/006		0.881	0.872	0.894	18.958	18.661	19.480	0.372	0.371	0.374	0.372
343	15	704	696	736	2019-06-26T16:40Z	323/006		0.803	0.793	0.839	16.350	16.070	17.534				
343	21	803	802	758	2019-06-26T16:40Z	323/006		0.918	0.917	0.865	20.394	20.347	18.412	0.370	0.370	0.362	0.367
343	25	867	867	857	2019-06-26T16:40Z	323/006		0.993	0.993	0.981	23.727	23.727	23.161	0.387	0.387	0.386	0.387
343	33	870	845	892	2019-06-26T16:40Z	323/006		0.997	0.967	1.022	23.900	22.505	25.223				
344	0	906	873	855	2019-06-26T17:35Z	323/006		1.039	1.000	0.979	26.116	24.075	23.050	0.547	0.538	0.533	0.539
344	5	854	838	833	2019-06-26T17:35Z	323/006		0.978	0.959	0.953	22.995	22.134	21.874	0.426	0.423	0.422	0.424
344	10	728	753	838	2019-06-26T17:35Z	323/006		0.831	0.859	0.959	17.228	18.208	22.134	0.365	0.369	0.383	0.372
344	16	812	787	858	2019-06-26T17:35Z	323/006		0.929	0.899	0.982	20.824	19.659	23.217				
344	21	896	862	905	2019-06-26T17:35Z	323/006		1.027	0.987	1.037	25.474	23.442	26.050	0.384	0.379	0.385	0.383
344	26	888	921	918	2019-06-26T17:35Z	323/006	kleine Steine	1.018	1.056	1.052	24.976	27.117	26.913	0.391	0.395	0.395	0.394
344	32	849	900	912	2019-06-26T17:35Z	323/006		0.972	1.031	1.045	22.721	25.728	26.510	0.399	0.407	0.409	0.405
345	5	581	533	541		320/060		0.680	0.622	0.632	12.601	11.389	11.583	0.449	0.433	0.436	0.439
345	10	579	620	674		320/060		0.678	0.727	0.792	12.548	13.675	15.329	0.408	0.418	0.432	0.419
345	15	565	648	571		320/060		0.661	0.761	0.668	12.185	14.506	12.339	0.371	0.390	0.372	0.378
345	20	483	481	657		320/060		0.562	0.560	0.772	10.226	10.181	14.785	0.339	0.338	0.380	0.353
345	25	558	492	554		320/060		0.652	0.573	0.648	12.007	10.429	11.906	0.340	0.324	0.339	0.334
345	30	474	586	543		320/060		0.551	0.686	0.634	10.025	12.734	11.633	0.311	0.338	0.328	0.326
346	5	606	482	535		320/060		0.710	0.561	0.625	13.279	10.203	11.437	0.456	0.416	0.434	0.435
346	10	495	450	476		320/060		0.577	0.522	0.554	10.497	9.500	10.069	0.384	0.369	0.378	0.377
346	15	600	511	529		320/060		0.703	0.596	0.618	13.113	10.866	11.292	0.379	0.357	0.362	0.366
346	20	412	468	521		320/060		0.477	0.544	0.608	8.697	9.892	11.101	0.317	0.335	0.349	0.334
346	25	653	649	703		320/060		0.767	0.762	0.827	14.660	14.537	16.315	0.360	0.359	0.369	0.363
346	30	531	584	612		320/060		0.620	0.684	0.717	11.340	12.681	13.447	0.326	0.337	0.343	0.335
347	5	552	559	602		320/060		0.645	0.654	0.705	11.856	12.032	13.168	0.440	0.442	0.455	0.446
347	10	421	489	477		320/060		0.488	0.569	0.555	8.885	10.361	10.091	0.359	0.382	0.378	0.373
347	15	483	555	573		320/060		0.562	0.649	0.671	10.226	11.931	12.391	0.349	0.369	0.373	0.364
347	20	494	450	513		320/060		0.575	0.522	0.598	10.474	9.500	10.913	0.342	0.329	0.347	0.340
347	25	627	578	597		320/060		0.736	0.677	0.699	13.878	12.522	13.031	0.355	0.344	0.348	0.349
347	30	390	315	512		320/060		0.450	0.360	0.597	8.245	6.749	10.889	0.285	0.253	0.321	0.286
348	5	432	507	521		320/060		0.501	0.591	0.608	9.116	10.773	11.101	0.397	0.425	0.429	0.417
348	10	589	488	596		320/060		0.690	0.568	0.698	12.814	10.338	13.004	0.410	0.382	0.412	0.401
348	15	731	630	604		320/060		0.861	0.739	0.708	17.342	13.966	13.224	0.407	0.386	0.380	0.391
348	20	550	643	702		320/060		0.643	0.755	0.826	11.806	14.354	16.280	0.356	0.377	0.389	0.374
348	25	648	628	645		320/060		0.761	0.737	0.757	14.506	13.907	14.414	0.359	0.355	0.358	0.357
348	30	740	692	772		320/060		0.872	0.814	0.910	17.690	15.932	19.001	0.367	0.359	0.372	0.366
349	5	870	904	868		320/060		1.028	1.069	1.026	23.900	25.986	23.785	0.530	0.539	0.529	0.533
349	10	875	846	863		320/060		1.034	0.999	1.020	24.193	22.559	23.499	0.477	0.470	0.474	0.474
349	15	807	805	847		320/060		0.952	0.950	1.000	20.584	20.489	22.613	0.422	0.422	0.429	0.424
349	20	774	867	893		320/060		0.912	1.024	1.056	19.087	23.727	25.286	0.403	0.419	0.424	0.415
349	25	839	805	738		320/060		0.991	0.950	0.869	22.187	20.489	17.612	0.393	0.387	0.376	0.385
349	30	676	722	743		320/060		0.795	0.850	0.875	15.395	17.003	17.808	0.356	0.364	0.368	0.362
350	0	433	454	403		323/014		0.502	0.520	0.459	9.137	9.587	8.511	0.449	0.459	0.434	0.448
350	7	387	439	418		323/014		0.447	0.502	0.477	8.184	9.265	8.822	0.411	0.435	0.426	0.424
350	10	538	535	508		323/014	humoser waldboden	0.629	0.616	0.584	11.510	11.437	10.796	0.443	0.442	0.432	0.439
350	15	618	587	562		323/014		0.726	0.678	0.648	13.618	12.761	12.108	0.449	0.440	0.433	0.441
350	18	505	411	448		323/014		0.589	0.469	0.512	10.727	8.677	9.457	0.415	0.380	0.395	0.396
350	25	571	574	522		323/014		0.669	0.663	0.600	12.339	12.417	11.125				
350	30	606	662	661		323/014		0.711	0.768	0.766	13.279	14.943	14.911	0.493	0.512	0.511	0.505
351	0	324	324	346		323/014	humoser waldboden	0.371	0.365	0.391	6.925	6.925	7.360	0.389	0.389	0.403	0.394
351	6	441	531	516		323/014		0.512	0.612	0.593	9.308	11.340	10.983	0.436	0.473	0.468	0.459
351	10	478	429	475		323/014		0.557	0.490	0.545	10.114	9.053	10.047	0.422	0.402	0.420	0.415
351	15	492	435	472		323/014		0.574	0.497	0.541	10.429	9.180	9.981	0.410	0.390	0.403	0.401
351	20	522	542	508		323/014		0.610	0.625	0.584	11.125	11.608	10.796	0.436	0.442	0.431	0.436
351	25	495	501	526		323/014		0.577	0.576	0.605	10.497	10.634	11.220				
351	30					323/014	rocks										
352	0	521	486	432		323/014		0.609	0.558	0.493	11.101	10.293	9.116	0.433	0.420	0.400	0.418
352	7	421	421	547		323/014		0.488	0.481	0.630	8.885	8.885	11.731	0.392	0.392	0.438	0.408
352	10	440	550	500		323/014		0.511	0.634	0.574	9.286	11.806	10.611	0.366	0.400	0.385	0.384
352	15	576	574	544		323/014		0.675	0.663	0.627	12.469	12.417	11.657	0.374	0.373	0.366	0.371
352	20	594	598	641		323/014		0.697	0.691	0.742	12.949	13.058	14.293	0.367	0.368	0.377	0.370
352	25	580	588	583		323/014		0.680	0.679	0.673	12.575	12.787	12.654	0.345	0.347	0.345	0.346
352	30	720	650	670		323/014		0.849	0.753	0.776	16.929	14.567	15.199	0.364	0.351	0.354	0.356
353	0	920	911	852		323/014		1.090	1.064	0.993	27.049	26.444	22.885	0.668	0.664	0.640	0.658
353	6	710	759	851		323/014		0.837	0.883	0.992	16.564	18.453	22.830	0.429	0.439	0.459	0.442
353	10	828	821	839		323/014		0.979	0.957	0.977	21.618	21.266	22.187				
353	15	873	823	859		323/014		1.033	0.959	1.001	24.075	21.365	23.273	0.458	0.448	0.455	0.454
353	20	606	723	704		323/014		0.711	0.840	0.817	13.279	17.041	16.350				
353	25	492	695	610		323/014		0.574	0.807	0.705	10.429	16.036	13.391	0.339	0.385	0.367	0.363
353	31	693	499	472		323/014		0.816	0.574	0.541	15.967	10.588	9.981	0.383	0.339	0.332	0.351
354	0	700	675	631		323/014	humos tonig	0.825	0.783	0.730	16.209	15.362	13.995	0.579	0.568	0.550	0.566
354	5	496	577	566		323/014		0.578	0.666	0.653	10.520	12.496	12.210	0.375	0.397	0.394	0.389
354	10	577	636	674		323/014		0.676	0.737	0.781	12.496	14.143	15.329				
354	15	628	676	683		323/014		0.738	0.784	0.792	13.907	15.395	15.627	0.405	0.416	0.418	0.413
354	20	631	614	602		323/014		0.741	0.710	0.696	13.995	13.504	13.168				
354	24	504	641	632		323/014		0.588	0.743	0.731	10.703	14.293	14.025	0.342	0.374	0.372	0.362
354	30	736	686	672		323/014		0.868	0.796	0.779	17.534	15.728	15.264	0.391	0.381	0.378	0.383
355	0	660	619	587		323/014		0.776	0.716	0.678	14.879	13.646	12.761	0.424	0.414	0.406	0.415
355	5	602	594	567		323/014		0.706	0.687	0.654	13.168	12.949	12.236				
355	9	657	691	709		323/014		0.773	0.802	0.823	14.785	15.898	16.528	0.393	0.400	0.404	0.399
355	14	661	667	703		323/014		0.778	0.774	0.816	14.911	15.102	16.315	0.384	0.385	0.392	0.387
355	20	648	721	715		323/014		0.762	0.838	0.830	14.506	16.966	16.746	0.350	0.364	0.363	0.359
355	24	759	722	766		323/014		0.896	0.839	0.891	18.453	17.003	18.745	0.367	0.361	0.368	0.365
355	30	742	808	773		323/014		0.875	0.941	0.899	17.768	20.631	19.044	0.367	0.378	0.372	0.372
356	0	618	594	584		323/014		0.726	0.687	0.674	13.618	12.949	12.681	0.545	0.535	0.531	0.537
356	5	789	799	812		323/014		0.932	0.931	0.945	19.749	20.207	20.824	0.614	0.618	0.624	0.619
356	10	836	863	900		323/014		0.989	1.007	1.050	22.030	23.499	25.728	0.605	0.615	0.628	0.616
356	15	800	880	911		323/014		0.945	1.027	1.063	20.254	24.490	26.444	0.608	0.639	0.651	0.632
356	20	979	993	1016		323/014		1.161	1.162	1.188	31.491	32.678	34.753	0.661	0.666	0.674	0.667
356	27	1078	1072	1075		323/014		1.281	1.256	1.258	41.212	40.527	40.868	0.740	0.737	0.739	0.739
356	30	1094	1095	1085		323/014		1.300	1.283	1.270	43.109	43.231	42.030	0.785	0.785	0.781	0.783
357	0	867	847	864		323/014		1.026	0.988	1.007	23.727	22.613	23.555	0.647	0.639	0.646	0.644
357	5	953	944	950		323/014		1.130	1.103	1.109	29.427	28.752	29.200	0.681	0.678	0.680	0.680
357	10	984	1000	998		323/014		1.167	1.170	1.166	31.908	33.293	33.116	0.659	0.664	0.663	0.662
357	17	1011	1006	1022		323/014		1.200	1.177	1.195	34.288	33.831	35.321	0.689	0.687	0.693	0.690
357	20	1041	1004	1033		323/014		1.236	1.175	1.208	37.197	33.651	36.393	0.683	0.670	0.680	0.678
357	25	1053	1054	1050		323/014		1.251	1.234	1.228	38.445	38.552	38.129	0.730	0.730	0.728	0.729
357	31	1094	1093	1089		323/014		1.300	1.281	1.275	43.109	42.987	42.505	0.785	0.784	0.782	0.784
358	0	901	894	894		323/014		1.067	1.044	1.043	25.792	25.348	25.348	0.661	0.658	0.658	0.659
358	5	965	922	919		323/014		1.145	1.077	1.072	30.357	27.186	26.981	0.686	0.669	0.667	0.674
358	10	952	998	988		323/014		1.129	1.167	1.154	29.351	33.116	32.248	0.647	0.663	0.660	0.657
358	15	1004	975	1053		323/014		1.192	1.140	1.232	33.651	31.161	38.445	0.686	0.675	0.705	0.689
358	20	1073	1080	1072		323/014		1.275	1.265	1.254	40.640	41.444	40.527	0.694	0.697	0.694	0.695
358	26	1097	1096	1101		323/014		1.304	1.284	1.289	43.476	43.353	43.971	0.747	0.747	0.749	0.748
358	32	1108	1115	1116		323/014		1.317	1.307	1.307	44.854	45.758	45.889	0.791	0.794	0.794	0.793
359	0	697	674	706		323/014		0.821	0.782	0.819	16.105	15.329	16.421	0.578	0.568	0.581	0.576
359	7	911	875	902		323/014		1.079	1.021	1.052	26.444	24.193	25.856	0.664	0.649	0.660	0.658
359	10	958	962	958		323/014		1.136	1.125	1.119	29.810	30.121	29.810	0.649	0.651	0.649	0.650
359	14	1003	936	1003		323/014		1.190	1.094	1.172	33.561	28.170	33.561	0.686	0.660	0.686	0.677
359	20	1057	1077	1069		323/014		1.256	1.261	1.251	38.873	41.097	40.189	0.689	0.696	0.693	0.692
359	25	1082	1101	1104		323/014		1.286	1.290	1.292	41.677	43.971	44.347	0.741	0.749	0.750	0.747
359	35	1092	1117	1118		323/014		1.298	1.309	1.309	42.866	46.020	46.152				
360	0	681	677	728		323/014		0.802	0.785	0.845	15.561	15.428	17.228	0.571	0.570	0.590	0.577
360	6	875	862	900		323/014		1.036	1.006	1.050	24.193	23.442	25.728	0.649	0.644	0.660	0.651
360	10	948	927	981		323/014		1.124	1.083	1.146	29.050	27.532	31.657	0.646	0.638	0.657	0.647
360	16	1024	1014	1028		323/014		1.216	1.186	1.202	35.513	34.566	35.901	0.694	0.690	0.695	0.693
360	24	1037	1069	1069		323/014		1.231	1.252	1.251	36.792	40.189	40.189	0.723	0.736	0.736	0.732
360	30	1093	1088	1091		323/014		1.299	1.275	1.277	42.987	42.386	42.746	0.784	0.782	0.783	0.783
401	0	524	463	431		114/035		0.634	0.559	0.519	11.173	9.783	9.095	0.475	0.449	0.435	0.453
401	5	571	615	596		114/035	Sonde 5	0.692	0.746	0.723	12.339	13.532	13.004	0.423	0.435	0.430	0.429
401	10	688	714	732		114/035		0.836	0.868	0.891	15.796	16.709	17.380	0.413	0.419	0.423	0.418
401	20	584	852	849		114/035		0.708	1.039	1.035	12.681	22.885	22.721	0.386	0.443	0.442	0.424
401	25	902	927	948		114/035		1.100	1.131	1.157	25.856	27.532	29.050	0.495	0.500	0.505	0.500
401	30	937	933	963		114/035		1.143	1.138	1.175	28.242	27.955	30.199				
402	0	606	523	566		114/035		0.735	0.633	0.686	13.279	11.149	12.210	0.506	0.474	0.491	0.490
402	5	627	625	613		114/035		0.761	0.759	0.744	13.878	13.820	13.476	0.438	0.438	0.434	0.437
402	10	850	888	686		114/035		1.036	1.083	0.834	22.776	24.976	15.728	0.447	0.454	0.413	0.438
402	15	782	808	795		114/035		0.952	0.984	0.968	19.436	20.631	20.022	0.424	0.429	0.427	0.427
402	20	821	851	915		114/035		1.000	1.037	1.116	21.266	22.830	26.711	0.437	0.443	0.455	0.445
402	25	810	913	913		114/035		0.987	1.114	1.114	20.727	26.577	26.577	0.474	0.497	0.497	0.490
402	30	884	922	827		114/035		1.078	1.125	1.008	24.731	27.186	21.567				
403	0	613	466	519		114/035		0.744	0.563	0.628	13.476	9.848	11.054	0.508	0.451	0.473	0.477
403	5	643	639	689		114/035		0.781	0.776	0.838	14.354	14.233	15.830	0.442	0.441	0.454	0.446
403	10	423	415	596		114/035		0.510	0.500	0.723	8.927	8.760	13.004	0.342	0.339	0.392	0.358
403	15	617	594	556		114/035		0.749	0.720	0.674	13.589	12.949	11.956	0.389	0.384	0.375	0.383
403	20	723	736	849		114/035		0.879	0.895	1.035	17.041	17.534	22.721	0.417	0.420	0.442	0.427
403	25	661	850	883		114/035		0.803	1.036	1.077	14.911	22.776	24.671	0.439	0.483	0.491	0.471
403	30	923	958	851		114/035		1.126	1.169	1.037	27.255	29.810	22.830				
404	0	161	98	89		114/035		0.187	0.109	0.098	3.819	2.690	2.535	0.236	0.140	0.123	0.166
404	5	318	371	328		114/035		0.380	0.445	0.392	6.808	7.860	7.004	0.326	0.352	0.331	0.337
404	10	335	480	443		114/035		0.401	0.580	0.534	7.142	10.158	9.350	0.306	0.361	0.349	0.338
404	15	731	607	643		114/035		0.889	0.736	0.781	17.342	13.307	14.354	0.414	0.387	0.395	0.399
404	20	790	816	859		114/035		0.962	0.994	1.047	19.794	21.019	23.273	0.431	0.436	0.444	0.437
404	25	942	920	902		114/035		1.149	1.122	1.100	28.605	27.049	25.856	0.504	0.499	0.495	0.499
404	30	909	935	930		114/035		1.109	1.141	1.135	26.312	28.098	27.743				
405	0	657	597	630		114/035		0.798	0.724	0.765	14.785	13.031	13.966	0.524	0.502	0.515	0.514
405	5	628	983	580		114/035		0.762	1.200	0.703	13.907	31.824	12.575	0.438	0.523	0.425	0.462
405	10	591	654	628		114/035		0.717	0.794	0.762	12.868	14.691	13.907	0.391	0.405	0.399	0.399
405	15	322	715	558		114/035		0.385	0.870	0.676	6.886	16.746	12.007	0.294	0.411	0.375	0.360
405	20	710	648	529		114/035		0.863	0.787	0.640	16.564	14.506	11.292	0.415	0.401	0.372	0.396
405	25	932	852	956		114/035		1.137	1.039	1.167	27.884	22.885	29.656	0.501	0.484	0.507	0.497
405	30	962	991	966		114/035		1.174	1.210	1.179	30.121	32.505	30.436				
